Active,Name,Date-Time(UTC),Alt,Azmu,HTML,StarNo,RA(J2000),DEC(J2000),T_MAX(HJD),T_MAX(UT),tau,U_min,A_MAX,D_mag,f_bl,I_bl,I_o
True,BLG-1656,8-24-2015 0:54:0,22.6970343178,174.10779287,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-24-2015 0:54:0,21.1565911552,169.343071668,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-24-2015 0:54:0,21.3263724788,162.823333236,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-24-2015 1:48:0,25.8333966992,188.220743129,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-24-2015 1:48:0,21.4334089802,179.815400261,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-24-2015 1:48:0,21.9764788273,182.595297843,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-24-2015 1:48:0,23.1067460996,178.781376212,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-24-2015 1:48:0,22.3183198132,181.787903693,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-24-2015 1:48:0,24.4924820049,179.817388737,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-24-2015 1:48:0,21.1274922145,179.282017357,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1601,8-24-2015 1:48:0,22.0716691059,183.11214917,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-24-2015 1:48:0,24.2596617547,180.852487662,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-24-2015 1:48:0,21.8499023298,182.761690694,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-24-2015 1:48:0,22.434421256,188.452310628,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-24-2015 1:48:0,21.5455188696,182.430949065,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-24-2015 1:48:0,21.8972613433,183.431504674,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-24-2015 1:48:0,23.380846453,177.04369402,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-24-2015 2:42:0,22.6915664958,202.787142873,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-24-2015 2:42:0,21.8916363166,193.08502817,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-24-2015 2:42:0,23.0361797196,194.4142342,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-24-2015 2:42:0,22.6023352985,195.356865366,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-24-2015 2:42:0,22.5085316933,191.467145796,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-25-2015 0:0:0,26.0503434738,174.042717695,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-25-2015 0:0:0,21.2122609976,169.422425586,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-25-2015 0:0:0,21.6026083957,165.471101752,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-25-2015 0:0:0,21.3947496909,168.561882034,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-25-2015 0:0:0,23.152834182,166.16824626,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-25-2015 0:0:0,23.1190597322,167.223688533,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-25-2015 0:0:0,21.1197283427,169.61211113,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-25-2015 0:0:0,22.7696039689,175.046076284,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-25-2015 0:0:0,21.2925827134,170.254565837,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-25-2015 0:0:0,21.5473234876,163.730068629,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-25-2015 0:54:0,26.0503434738,174.042717695,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-25-2015 0:54:0,21.2122609976,169.422425586,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-25-2015 0:54:0,21.6026083957,165.471101752,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-25-2015 0:54:0,21.3947496909,168.561882034,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-25-2015 0:54:0,23.152834182,166.16824626,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-25-2015 0:54:0,23.1190597322,167.223688533,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-25-2015 0:54:0,21.1197283427,169.61211113,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-25-2015 0:54:0,22.7696039689,175.046076284,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-25-2015 0:54:0,21.2925827134,170.254565837,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-25-2015 0:54:0,21.5473234876,163.730068629,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-25-2015 1:48:0,25.7170774442,189.205248603,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-25-2015 1:48:0,21.4297221827,180.73480184,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-25-2015 1:48:0,21.9355046127,183.522402434,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-25-2015 1:48:0,23.1167406058,179.727050394,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-25-2015 1:48:0,22.2881166827,182.720628544,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-25-2015 1:48:0,24.4884444452,180.785159374,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-25-2015 1:48:0,21.1309848742,180.196752991,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1609,8-25-2015 1:48:0,24.2417802749,181.816297042,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-25-2015 1:48:0,21.8067151324,183.686761991,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-25-2015 1:48:0,22.3153945603,189.382581494,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-25-2015 1:48:0,21.5067885462,183.351432506,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-25-2015 1:48:0,21.8451119327,184.357018173,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-25-2015 1:48:0,23.4140902005,177.993620776,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-25-2015 2:42:0,22.3885514461,203.697962116,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-25-2015 2:42:0,21.711818812,194.001632162,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-25-2015 2:42:0,22.8389938744,195.34628328,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-25-2015 2:42:0,22.3930196487,196.280838821,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-25-2015 2:42:0,22.3497870413,192.395240882,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-26-2015 0:0:0,26.1234214752,175.034959841,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-26-2015 0:0:0,21.3471997587,170.334830595,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-26-2015 0:0:0,21.7893026674,166.385435895,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-26-2015 0:0:0,21.5410126594,169.476320051,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-26-2015 0:0:0,23.330292733,167.107079511,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-26-2015 0:0:0,23.282722515,168.163241014,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-26-2015 0:0:0,21.2521720987,170.523263098,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-26-2015 0:0:0,22.8296361738,175.985856833,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-26-2015 0:0:0,21.4165167506,171.168844098,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-26-2015 0:0:0,21.7565802612,164.641349967,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-26-2015 0:54:0,26.1234214752,175.034959841,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-26-2015 0:54:0,21.3471997587,170.334830595,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-26-2015 0:54:0,21.7893026674,166.385435895,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-26-2015 0:54:0,21.5410126594,169.476320051,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-26-2015 0:54:0,23.330292733,167.107079511,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-26-2015 0:54:0,23.282722515,168.163241014,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-26-2015 0:54:0,21.2521720987,170.523263098,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-26-2015 0:54:0,22.8296361738,175.985856833,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-26-2015 0:54:0,21.4165167506,171.168844098,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-26-2015 0:54:0,21.7565802612,164.641349967,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-26-2015 1:48:0,25.5877541834,190.186737754,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-26-2015 1:48:0,21.4137164559,181.65398916,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-26-2015 1:48:0,21.8821362181,184.448466594,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-26-2015 1:48:0,23.1140612238,180.672808288,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-26-2015 1:48:0,22.2454331515,183.652540592,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-26-2015 1:48:0,24.4714401884,181.752678871,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-26-2015 1:48:0,21.1222191399,181.111431749,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1609,8-26-2015 1:48:0,24.2109926335,182.779530153,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-26-2015 1:48:0,21.7511634827,184.61074869,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-26-2015 1:48:0,22.1840858963,190.310085899,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-26-2015 1:48:0,21.4557499832,184.270938306,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-26-2015 1:48:0,21.7806036455,185.28124963,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-26-2015 1:48:0,23.4346071351,178.944168048,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-26-2015 2:42:0,22.0743988299,204.602338807,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-26-2015 2:42:0,21.5201082564,194.914257146,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-26-2015 2:42:0,22.6297914761,196.273852123,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-26-2015 2:42:0,22.1718479076,197.200147062,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-26-2015 2:42:0,22.1789180994,193.319718978,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-27-2015 0:0:0,26.1832407024,176.028867163,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-27-2015 0:0:0,21.4700661934,171.250001962,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-27-2015 0:0:0,21.9640624744,167.303655237,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
